UID	set	resource	cell_line_name	time	2D_3D	stimuli	compound_name_1	dosage_1	compound_name_2	dosage_2	compound_name_3	dosage_3	compound_name_4	dosage_4
set32_436	set32	Gordon B. Mills	T47D	3hrs			CHLORPROMAZINE	20uM						
set32_365	set32	Gordon B. Mills	T47D	6hrs			GLEEVEC							
set32_389	set32	Gordon B. Mills	T47D	6hrs			PERPHENAZINE	10uM						
set32_413	set32	Gordon B. Mills	T47D	6hrs			PERPHENAZINE	20uM						
set32_437	set32	Gordon B. Mills	T47D	6hrs			CHLORPROMAZINE	20uM						
set32_366	set32	Gordon B. Mills	T47D	12hrs			GLEEVEC							
set32_390	set32	Gordon B. Mills	T47D	12hrs			PERPHENAZINE	10uM						
set32_414	set32	Gordon B. Mills	T47D	12hrs			PERPHENAZINE	20uM						
set32_438	set32	Gordon B. Mills	T47D	12hrs			CHLORPROMAZINE	20uM						
set32_367	set32	Gordon B. Mills	T47D	24hrs			GLEEVEC							
set32_391	set32	Gordon B. Mills	T47D	24hrs			PERPHENAZINE	10uM						
set32_415	set32	Gordon B. Mills	T47D	24hrs			PERPHENAZINE	20uM						
set32_439	set32	Gordon B. Mills	T47D	24hrs			CHLORPROMAZINE	20uM						
set32_368	set32	Gordon B. Mills	T47D	48hrs			GLEEVEC							
set32_392	set32	Gordon B. Mills	T47D	48hrs			PERPHENAZINE	10uM						
set32_416	set32	Gordon B. Mills	T47D	48hrs			PERPHENAZINE	20uM						
set32_440	set32	Gordon B. Mills	T47D	48hrs			CHLORPROMAZINE	20uM						
set32_505	set32	Gordon B. Mills	BT549	0hr			GLEEVEC							
set32_529	set32	Gordon B. Mills	BT549	0hr			PERPHENAZINE	10uM						
set32_553	set32	Gordon B. Mills	BT549	0hr			PERPHENAZINE	20uM						
set32_577	set32	Gordon B. Mills	BT549	0hr			CHLORPROMAZINE	20uM						
set32_506	set32	Gordon B. Mills	BT549	0.5hr			GLEEVEC							
set32_530	set32	Gordon B. Mills	BT549	0.5hr			PERPHENAZINE	10uM						
set32_554	set32	Gordon B. Mills	BT549	0.5hr			PERPHENAZINE	20uM						
set32_578	set32	Gordon B. Mills	BT549	0.5hr			CHLORPROMAZINE	20uM						
set32_507	set32	Gordon B. Mills	BT549	1hr			GLEEVEC							
set32_531	set32	Gordon B. Mills	BT549	1hr			PERPHENAZINE	10uM						
set32_555	set32	Gordon B. Mills	BT549	1hr			PERPHENAZINE	20uM						
set32_579	set32	Gordon B. Mills	BT549	1hr			CHLORPROMAZINE	20uM						
set32_508	set32	Gordon B. Mills	BT549	3hrs			GLEEVEC							
set32_532	set32	Gordon B. Mills	BT549	3hrs			PERPHENAZINE	10uM						
set32_556	set32	Gordon B. Mills	BT549	3hrs			PERPHENAZINE	20uM						
set32_580	set32	Gordon B. Mills	BT549	3hrs			CHLORPROMAZINE	20uM						
set32_509	set32	Gordon B. Mills	BT549	6hrs			GLEEVEC							
set32_533	set32	Gordon B. Mills	BT549	6hrs			PERPHENAZINE	10uM						
set32_557	set32	Gordon B. Mills	BT549	6hrs			PERPHENAZINE	20uM						
set32_581	set32	Gordon B. Mills	BT549	6hrs			CHLORPROMAZINE	20uM						
set32_510	set32	Gordon B. Mills	BT549	12hrs			GLEEVEC							
set32_534	set32	Gordon B. Mills	BT549	12hrs			PERPHENAZINE	10uM						
set32_558	set32	Gordon B. Mills	BT549	12hrs			PERPHENAZINE	20uM						
set32_582	set32	Gordon B. Mills	BT549	12hrs			CHLORPROMAZINE	20uM						
set32_511	set32	Gordon B. Mills	BT549	24hrs			GLEEVEC							
set32_535	set32	Gordon B. Mills	BT549	24hrs			PERPHENAZINE	10uM						
set32_559	set32	Gordon B. Mills	BT549	24hrs			PERPHENAZINE	20uM						
set32_583	set32	Gordon B. Mills	BT549	24hrs			CHLORPROMAZINE	20uM						
set32_512	set32	Gordon B. Mills	BT549	48hrs			GLEEVEC							
set32_536	set32	Gordon B. Mills	BT549	48hrs			PERPHENAZINE	10uM						
set32_560	set32	Gordon B. Mills	BT549	48hrs			PERPHENAZINE	20uM						
set32_584	set32	Gordon B. Mills	BT549	48hrs			CHLORPROMAZINE	20uM						
set32_649	set32	Gordon B. Mills	MCF7	0hr			GLEEVEC							
set32_673	set32	Gordon B. Mills	MCF7	0hr			PERPHENAZINE	10uM						
set32_697	set32	Gordon B. Mills	MCF7	0hr			PERPHENAZINE	20uM						
set32_721	set32	Gordon B. Mills	MCF7	0hr			CHLORPROMAZINE	20uM						
set32_650	set32	Gordon B. Mills	MCF7	0.5hr			GLEEVEC							
set32_674	set32	Gordon B. Mills	MCF7	0.5hr			PERPHENAZINE	10uM						
set32_698	set32	Gordon B. Mills	MCF7	0.5hr			PERPHENAZINE	20uM						
set32_722	set32	Gordon B. Mills	MCF7	0.5hr			CHLORPROMAZINE	20uM						
set32_651	set32	Gordon B. Mills	MCF7	1hr			GLEEVEC							
set32_675	set32	Gordon B. Mills	MCF7	1hr			PERPHENAZINE	10uM						
set32_699	set32	Gordon B. Mills	MCF7	1hr			PERPHENAZINE	20uM						
set32_723	set32	Gordon B. Mills	MCF7	1hr			CHLORPROMAZINE	20uM						
set32_652	set32	Gordon B. Mills	MCF7	3hrs			GLEEVEC							
set32_676	set32	Gordon B. Mills	MCF7	3hrs			PERPHENAZINE	10uM						
set32_700	set32	Gordon B. Mills	MCF7	3hrs			PERPHENAZINE	20uM						
set32_724	set32	Gordon B. Mills	MCF7	3hrs			CHLORPROMAZINE	20uM						
set32_653	set32	Gordon B. Mills	MCF7	6hrs			GLEEVEC							
set32_677	set32	Gordon B. Mills	MCF7	6hrs			PERPHENAZINE	10uM						
set32_701	set32	Gordon B. Mills	MCF7	6hrs			PERPHENAZINE	20uM						
set32_725	set32	Gordon B. Mills	MCF7	6hrs			CHLORPROMAZINE	20uM						
set32_654	set32	Gordon B. Mills	MCF7	12hrs			GLEEVEC							
set32_678	set32	Gordon B. Mills	MCF7	12hrs			PERPHENAZINE	10uM						
set32_702	set32	Gordon B. Mills	MCF7	12hrs			PERPHENAZINE	20uM						
set32_726	set32	Gordon B. Mills	MCF7	12hrs			CHLORPROMAZINE	20uM						
set32_655	set32	Gordon B. Mills	MCF7	24hrs			GLEEVEC							
set32_679	set32	Gordon B. Mills	MCF7	24hrs			PERPHENAZINE	10uM						
set32_703	set32	Gordon B. Mills	MCF7	24hrs			PERPHENAZINE	20uM						
set32_727	set32	Gordon B. Mills	MCF7	24hrs			CHLORPROMAZINE	20uM						
set32_656	set32	Gordon B. Mills	MCF7	48hrs			GLEEVEC							
set32_680	set32	Gordon B. Mills	MCF7	48hrs			PERPHENAZINE	10uM						
set32_704	set32	Gordon B. Mills	MCF7	48hrs			PERPHENAZINE	20uM						
set32_728	set32	Gordon B. Mills	MCF7	48hrs			CHLORPROMAZINE	20uM						
set32_793	set32	Gordon B. Mills	SKBR3	0hr			GLEEVEC							
set32_817	set32	Gordon B. Mills	SKBR3	0hr			PERPHENAZINE	10uM						
set32_841	set32	Gordon B. Mills	SKBR3	0hr			PERPHENAZINE	20uM						
set32_865	set32	Gordon B. Mills	SKBR3	0hr			CHLORPROMAZINE	20uM						
set32_794	set32	Gordon B. Mills	SKBR3	0.5hr			GLEEVEC							
set32_818	set32	Gordon B. Mills	SKBR3	0.5hr			PERPHENAZINE	10uM						
set32_842	set32	Gordon B. Mills	SKBR3	0.5hr			PERPHENAZINE	20uM						
set32_866	set32	Gordon B. Mills	SKBR3	0.5hr			CHLORPROMAZINE	20uM						
set32_795	set32	Gordon B. Mills	SKBR3	1hr			GLEEVEC							
set32_819	set32	Gordon B. Mills	SKBR3	1hr			PERPHENAZINE	10uM						
set32_843	set32	Gordon B. Mills	SKBR3	1hr			PERPHENAZINE	20uM						
set32_867	set32	Gordon B. Mills	SKBR3	1hr			CHLORPROMAZINE	20uM						
set32_796	set32	Gordon B. Mills	SKBR3	3hrs			GLEEVEC							
set32_820	set32	Gordon B. Mills	SKBR3	3hrs			PERPHENAZINE	10uM						
set32_844	set32	Gordon B. Mills	SKBR3	3hrs			PERPHENAZINE	20uM						
set32_868	set32	Gordon B. Mills	SKBR3	3hrs			CHLORPROMAZINE	20uM						
set32_797	set32	Gordon B. Mills	SKBR3	6hrs			GLEEVEC							
set32_821	set32	Gordon B. Mills	SKBR3	6hrs			PERPHENAZINE	10uM						
set32_845	set32	Gordon B. Mills	SKBR3	6hrs			PERPHENAZINE	20uM						
set32_869	set32	Gordon B. Mills	SKBR3	6hrs			CHLORPROMAZINE	20uM						
set32_798	set32	Gordon B. Mills	SKBR3	12hrs			GLEEVEC							
set32_822	set32	Gordon B. Mills	SKBR3	12hrs			PERPHENAZINE	10uM						
set32_846	set32	Gordon B. Mills	SKBR3	12hrs			PERPHENAZINE	20uM						
set32_870	set32	Gordon B. Mills	SKBR3	12hrs			CHLORPROMAZINE	20uM						
set32_799	set32	Gordon B. Mills	SKBR3	24hrs			GLEEVEC							
set32_823	set32	Gordon B. Mills	SKBR3	24hrs			PERPHENAZINE	10uM						
set32_847	set32	Gordon B. Mills	SKBR3	24hrs			PERPHENAZINE	20uM						
set32_871	set32	Gordon B. Mills	SKBR3	24hrs			CHLORPROMAZINE	20uM						
set32_800	set32	Gordon B. Mills	SKBR3	48hrs			GLEEVEC							
set32_824	set32	Gordon B. Mills	SKBR3	48hrs			PERPHENAZINE	10uM						
set32_848	set32	Gordon B. Mills	SKBR3	48hrs			PERPHENAZINE	20uM						
set32_872	set32	Gordon B. Mills	SKBR3	48hrs			CHLORPROMAZINE	20uM						
set32_937	set32	Gordon B. Mills	ZR75-1	0hr			GLEEVEC							
set32_961	set32	Gordon B. Mills	ZR75-1	0hr			PERPHENAZINE	10uM						
set32_985	set32	Gordon B. Mills	ZR75-1	0hr			PERPHENAZINE	20uM						
set32_1009	set32	Gordon B. Mills	ZR75-1	0hr			CHLORPROMAZINE	20uM						
set32_938	set32	Gordon B. Mills	ZR75-1	0.5hr			GLEEVEC							
set32_962	set32	Gordon B. Mills	ZR75-1	0.5hr			PERPHENAZINE	10uM						
set32_986	set32	Gordon B. Mills	ZR75-1	0.5hr			PERPHENAZINE	20uM						
set32_1010	set32	Gordon B. Mills	ZR75-1	0.5hr			CHLORPROMAZINE	20uM						
set32_939	set32	Gordon B. Mills	ZR75-1	1hr			GLEEVEC							
set32_963	set32	Gordon B. Mills	ZR75-1	1hr			PERPHENAZINE	10uM						
set32_987	set32	Gordon B. Mills	ZR75-1	1hr			PERPHENAZINE	20uM						
set32_1011	set32	Gordon B. Mills	ZR75-1	1hr			CHLORPROMAZINE	20uM						
set32_940	set32	Gordon B. Mills	ZR75-1	3hrs			GLEEVEC							
set32_964	set32	Gordon B. Mills	ZR75-1	3hrs			PERPHENAZINE	10uM						
set32_988	set32	Gordon B. Mills	ZR75-1	3hrs			PERPHENAZINE	20uM						
set32_1012	set32	Gordon B. Mills	ZR75-1	3hrs			CHLORPROMAZINE	20uM						
set32_941	set32	Gordon B. Mills	ZR75-1	6hrs			GLEEVEC							
set32_965	set32	Gordon B. Mills	ZR75-1	6hrs			PERPHENAZINE	10uM						
set32_989	set32	Gordon B. Mills	ZR75-1	6hrs			PERPHENAZINE	20uM						
set32_1013	set32	Gordon B. Mills	ZR75-1	6hrs			CHLORPROMAZINE	20uM						
set32_942	set32	Gordon B. Mills	ZR75-1	12hrs			GLEEVEC							
set32_966	set32	Gordon B. Mills	ZR75-1	12hrs			PERPHENAZINE	10uM						
set32_990	set32	Gordon B. Mills	ZR75-1	12hrs			PERPHENAZINE	20uM						
set32_1014	set32	Gordon B. Mills	ZR75-1	12hrs			CHLORPROMAZINE	20uM						
set32_943	set32	Gordon B. Mills	ZR75-1	24hrs			GLEEVEC							
set32_967	set32	Gordon B. Mills	ZR75-1	24hrs			PERPHENAZINE	10uM						
set32_991	set32	Gordon B. Mills	ZR75-1	24hrs			PERPHENAZINE	20uM						
set32_1015	set32	Gordon B. Mills	ZR75-1	24hrs			CHLORPROMAZINE	20uM						
set32_944	set32	Gordon B. Mills	ZR75-1	48hrs			GLEEVEC							
set32_968	set32	Gordon B. Mills	ZR75-1	48hrs			PERPHENAZINE	10uM						
set32_992	set32	Gordon B. Mills	ZR75-1	48hrs			PERPHENAZINE	20uM						
set32_1016	set32	Gordon B. Mills	ZR75-1	48hrs			CHLORPROMAZINE	20uM						
set32_57	set32	Gordon B. Mills	MC10A	0hr			GLEEVEC							
set32_81	set32	Gordon B. Mills	MC10A	0hr			PERPHENAZINE	10uM						
set32_105	set32	Gordon B. Mills	MC10A	0hr			PERPHENAZINE	20uM						
set32_129	set32	Gordon B. Mills	MC10A	0hr			CHLORPROMAZINE	20uM						
set32_58	set32	Gordon B. Mills	MC10A	0.5hr			GLEEVEC							
set32_82	set32	Gordon B. Mills	MC10A	0.5hr			PERPHENAZINE	10uM						
set32_106	set32	Gordon B. Mills	MC10A	0.5hr			PERPHENAZINE	20uM						
set32_130	set32	Gordon B. Mills	MC10A	0.5hr			CHLORPROMAZINE	20uM						
set32_59	set32	Gordon B. Mills	MC10A	1hr			GLEEVEC							
set32_83	set32	Gordon B. Mills	MC10A	1hr			PERPHENAZINE	10uM						
set32_107	set32	Gordon B. Mills	MC10A	1hr			PERPHENAZINE	20uM						
set32_131	set32	Gordon B. Mills	MC10A	1hr			CHLORPROMAZINE	20uM						
set32_60	set32	Gordon B. Mills	MC10A	3hrs			GLEEVEC							
set32_84	set32	Gordon B. Mills	MC10A	3hrs			PERPHENAZINE	10uM						
set32_108	set32	Gordon B. Mills	MC10A	3hrs			PERPHENAZINE	20uM						
set32_132	set32	Gordon B. Mills	MC10A	3hrs			CHLORPROMAZINE	20uM						
set32_61	set32	Gordon B. Mills	MC10A	6hrs			GLEEVEC							
set32_85	set32	Gordon B. Mills	MC10A	6hrs			PERPHENAZINE	10uM						
set32_109	set32	Gordon B. Mills	MC10A	6hrs			PERPHENAZINE	20uM						
set32_133	set32	Gordon B. Mills	MC10A	6hrs			CHLORPROMAZINE	20uM						
set32_62	set32	Gordon B. Mills	MC10A	12hrs			GLEEVEC							
set32_86	set32	Gordon B. Mills	MC10A	12hrs			PERPHENAZINE	10uM						
set32_110	set32	Gordon B. Mills	MC10A	12hrs			PERPHENAZINE	20uM						
set32_134	set32	Gordon B. Mills	MC10A	12hrs			CHLORPROMAZINE	20uM						
set32_63	set32	Gordon B. Mills	MC10A	24hrs			GLEEVEC							
set32_87	set32	Gordon B. Mills	MC10A	24hrs			PERPHENAZINE	10uM						
set32_111	set32	Gordon B. Mills	MC10A	24hrs			PERPHENAZINE	20uM						
set32_135	set32	Gordon B. Mills	MC10A	24hrs			CHLORPROMAZINE	20uM						
set32_64	set32	Gordon B. Mills	MC10A	48hrs			GLEEVEC							
set32_88	set32	Gordon B. Mills	MC10A	48hrs			PERPHENAZINE	10uM						
set32_112	set32	Gordon B. Mills	MC10A	48hrs			PERPHENAZINE	20uM						
set32_136	set32	Gordon B. Mills	MC10A	48hrs			CHLORPROMAZINE	20uM						
set32_201	set32	Gordon B. Mills	MEL624	0hr			GLEEVEC							
set32_225	set32	Gordon B. Mills	MEL624	0hr			PERPHENAZINE	10uM						
set32_249	set32	Gordon B. Mills	MEL624	0hr			PERPHENAZINE	20uM						
set32_273	set32	Gordon B. Mills	MEL624	0hr			CHLORPROMAZINE	20uM						
set32_202	set32	Gordon B. Mills	MEL624	0.5hr			GLEEVEC							
set32_226	set32	Gordon B. Mills	MEL624	0.5hr			PERPHENAZINE	10uM						
set32_250	set32	Gordon B. Mills	MEL624	0.5hr			PERPHENAZINE	20uM						
set32_274	set32	Gordon B. Mills	MEL624	0.5hr			CHLORPROMAZINE	20uM						
set32_203	set32	Gordon B. Mills	MEL624	1hr			GLEEVEC							
set32_227	set32	Gordon B. Mills	MEL624	1hr			PERPHENAZINE	10uM						
set32_251	set32	Gordon B. Mills	MEL624	1hr			PERPHENAZINE	20uM						
set32_275	set32	Gordon B. Mills	MEL624	1hr			CHLORPROMAZINE	20uM						
set32_204	set32	Gordon B. Mills	MEL624	3hrs			GLEEVEC							
set32_228	set32	Gordon B. Mills	MEL624	3hrs			PERPHENAZINE	10uM						
set32_252	set32	Gordon B. Mills	MEL624	3hrs			PERPHENAZINE	20uM						
set32_276	set32	Gordon B. Mills	MEL624	3hrs			CHLORPROMAZINE	20uM						
set32_205	set32	Gordon B. Mills	MEL624	6hrs			GLEEVEC							
set32_229	set32	Gordon B. Mills	MEL624	6hrs			PERPHENAZINE	10uM						
set32_253	set32	Gordon B. Mills	MEL624	6hrs			PERPHENAZINE	20uM						
set32_277	set32	Gordon B. Mills	MEL624	6hrs			CHLORPROMAZINE	20uM						
set32_206	set32	Gordon B. Mills	MEL624	12hrs			GLEEVEC							
set32_230	set32	Gordon B. Mills	MEL624	12hrs			PERPHENAZINE	10uM						
set32_254	set32	Gordon B. Mills	MEL624	12hrs			PERPHENAZINE	20uM						
set32_278	set32	Gordon B. Mills	MEL624	12hrs			CHLORPROMAZINE	20uM						
set32_207	set32	Gordon B. Mills	MEL624	24hrs			GLEEVEC							
set32_231	set32	Gordon B. Mills	MEL624	24hrs			PERPHENAZINE	10uM						
set32_255	set32	Gordon B. Mills	MEL624	24hrs			PERPHENAZINE	20uM						
set32_279	set32	Gordon B. Mills	MEL624	24hrs			CHLORPROMAZINE	20uM						
set32_208	set32	Gordon B. Mills	MEL624	48hrs			GLEEVEC							
set32_232	set32	Gordon B. Mills	MEL624	48hrs			PERPHENAZINE	10uM						
set32_256	set32	Gordon B. Mills	MEL624	48hrs			PERPHENAZINE	20uM						
set32_280	set32	Gordon B. Mills	MEL624	48hrs			CHLORPROMAZINE	20uM						
set32_369	set32	Gordon B. Mills	SKMEL5	0hr			GLEEVEC							
set32_393	set32	Gordon B. Mills	SKMEL5	0hr			PERPHENAZINE	10uM						
set32_417	set32	Gordon B. Mills	SKMEL5	0hr			PERPHENAZINE	20uM						
set32_441	set32	Gordon B. Mills	SKMEL5	0hr			CHLORPROMAZINE	20uM						
set32_370	set32	Gordon B. Mills	SKMEL5	0.5hr			GLEEVEC							
set32_394	set32	Gordon B. Mills	SKMEL5	0.5hr			PERPHENAZINE	10uM						
set32_418	set32	Gordon B. Mills	SKMEL5	0.5hr			PERPHENAZINE	20uM						
set32_442	set32	Gordon B. Mills	SKMEL5	0.5hr			CHLORPROMAZINE	20uM						
set32_371	set32	Gordon B. Mills	SKMEL5	1hr			GLEEVEC							
set32_395	set32	Gordon B. Mills	SKMEL5	1hr			PERPHENAZINE	10uM						
set32_419	set32	Gordon B. Mills	SKMEL5	1hr			PERPHENAZINE	20uM						
set32_443	set32	Gordon B. Mills	SKMEL5	1hr			CHLORPROMAZINE	20uM						
set32_372	set32	Gordon B. Mills	SKMEL5	3hrs			GLEEVEC							
set32_396	set32	Gordon B. Mills	SKMEL5	3hrs			PERPHENAZINE	10uM						
set32_420	set32	Gordon B. Mills	SKMEL5	3hrs			PERPHENAZINE	20uM						
set32_444	set32	Gordon B. Mills	SKMEL5	3hrs			CHLORPROMAZINE	20uM						
set32_373	set32	Gordon B. Mills	SKMEL5	6hrs			GLEEVEC							
set32_397	set32	Gordon B. Mills	SKMEL5	6hrs			PERPHENAZINE	10uM						
set32_421	set32	Gordon B. Mills	SKMEL5	6hrs			PERPHENAZINE	20uM						
set32_445	set32	Gordon B. Mills	SKMEL5	6hrs			CHLORPROMAZINE	20uM						
set32_374	set32	Gordon B. Mills	SKMEL5	12hrs			GLEEVEC							
set32_398	set32	Gordon B. Mills	SKMEL5	12hrs			PERPHENAZINE	10uM						
set32_422	set32	Gordon B. Mills	SKMEL5	12hrs			PERPHENAZINE	20uM						
set32_446	set32	Gordon B. Mills	SKMEL5	12hrs			CHLORPROMAZINE	20uM						
set32_375	set32	Gordon B. Mills	SKMEL5	24hrs			GLEEVEC							
set32_399	set32	Gordon B. Mills	SKMEL5	24hrs			PERPHENAZINE	10uM						
set32_423	set32	Gordon B. Mills	SKMEL5	24hrs			PERPHENAZINE	20uM						
set32_447	set32	Gordon B. Mills	SKMEL5	24hrs			CHLORPROMAZINE	20uM						
set32_376	set32	Gordon B. Mills	SKMEL5	48hrs			GLEEVEC							
set32_400	set32	Gordon B. Mills	SKMEL5	48hrs			PERPHENAZINE	10uM						
set32_424	set32	Gordon B. Mills	SKMEL5	48hrs			PERPHENAZINE	20uM						
set32_448	set32	Gordon B. Mills	SKMEL5	48hrs			CHLORPROMAZINE	20uM						
set32_513	set32	Gordon B. Mills	WM35	0hr			GLEEVEC							
set32_537	set32	Gordon B. Mills	WM35	0hr			PERPHENAZINE	10uM						
set32_705	set32	Gordon B. Mills	WM35	0hr			PERPHENAZINE	20uM						
set32_729	set32	Gordon B. Mills	WM35	0hr			CHLORPROMAZINE	20uM						
set32_514	set32	Gordon B. Mills	WM35	0.5hr			GLEEVEC							
set32_538	set32	Gordon B. Mills	WM35	0.5hr			PERPHENAZINE	10uM						
set32_706	set32	Gordon B. Mills	WM35	0.5hr			PERPHENAZINE	20uM						
set32_730	set32	Gordon B. Mills	WM35	0.5hr			CHLORPROMAZINE	20uM						
set32_515	set32	Gordon B. Mills	WM35	1hr			GLEEVEC							
set32_539	set32	Gordon B. Mills	WM35	1hr			PERPHENAZINE	10uM						
set32_707	set32	Gordon B. Mills	WM35	1hr			PERPHENAZINE	20uM						
set32_731	set32	Gordon B. Mills	WM35	1hr			CHLORPROMAZINE	20uM						
set32_516	set32	Gordon B. Mills	WM35	3hrs			GLEEVEC							
set32_540	set32	Gordon B. Mills	WM35	3hrs			PERPHENAZINE	10uM						
set32_708	set32	Gordon B. Mills	WM35	3hrs			PERPHENAZINE	20uM						
set32_732	set32	Gordon B. Mills	WM35	3hrs			CHLORPROMAZINE	20uM						
set32_517	set32	Gordon B. Mills	WM35	6hrs			GLEEVEC							
set32_541	set32	Gordon B. Mills	WM35	6hrs			PERPHENAZINE	10uM						
set32_709	set32	Gordon B. Mills	WM35	6hrs			PERPHENAZINE	20uM						
set32_733	set32	Gordon B. Mills	WM35	6hrs			CHLORPROMAZINE	20uM						
set32_518	set32	Gordon B. Mills	WM35	12hrs			GLEEVEC							
set32_542	set32	Gordon B. Mills	WM35	12hrs			PERPHENAZINE	10uM						
set32_710	set32	Gordon B. Mills	WM35	12hrs			PERPHENAZINE	20uM						
set32_734	set32	Gordon B. Mills	WM35	12hrs			CHLORPROMAZINE	20uM						
set32_519	set32	Gordon B. Mills	WM35	24hrs			GLEEVEC							
set32_543	set32	Gordon B. Mills	WM35	24hrs			PERPHENAZINE	10uM						
set32_711	set32	Gordon B. Mills	WM35	24hrs			PERPHENAZINE	20uM						
set32_735	set32	Gordon B. Mills	WM35	24hrs			CHLORPROMAZINE	20uM						
set32_520	set32	Gordon B. Mills	WM35	48hrs			GLEEVEC							
set32_544	set32	Gordon B. Mills	WM35	48hrs			PERPHENAZINE	10uM						
set32_712	set32	Gordon B. Mills	WM35	48hrs			PERPHENAZINE	20uM						
set32_736	set32	Gordon B. Mills	WM35	48hrs			CHLORPROMAZINE	20uM						
set32_657	set32	Gordon B. Mills	MEWO	0hr			GLEEVEC							
set32_681	set32	Gordon B. Mills	MEWO	0hr			PERPHENAZINE	10uM						
set32_658	set32	Gordon B. Mills	MEWO	0.5hr			GLEEVEC							
set32_682	set32	Gordon B. Mills	MEWO	0.5hr			PERPHENAZINE	10uM						
set32_659	set32	Gordon B. Mills	MEWO	1hr			GLEEVEC							
set32_683	set32	Gordon B. Mills	MEWO	1hr			PERPHENAZINE	10uM						
set32_660	set32	Gordon B. Mills	MEWO	3hrs			GLEEVEC							
set32_684	set32	Gordon B. Mills	MEWO	3hrs			PERPHENAZINE	10uM						
set32_661	set32	Gordon B. Mills	MEWO	6hrs			GLEEVEC							
set32_685	set32	Gordon B. Mills	MEWO	6hrs			PERPHENAZINE	10uM						
set32_662	set32	Gordon B. Mills	MEWO	12hrs			GLEEVEC							
set32_686	set32	Gordon B. Mills	MEWO	12hrs			PERPHENAZINE	10uM						
set32_663	set32	Gordon B. Mills	MEWO	24hrs			GLEEVEC							
set32_687	set32	Gordon B. Mills	MEWO	24hrs			PERPHENAZINE	10uM						
set32_664	set32	Gordon B. Mills	MEWO	48hrs			GLEEVEC							
set32_688	set32	Gordon B. Mills	MEWO	48hrs			PERPHENAZINE	10uM						
set32_825	set32	Gordon B. Mills	LNCAP	0hr			GLEEVEC							
set32_849	set32	Gordon B. Mills	LNCAP	0hr			PERPHENAZINE	10uM						
set32_873	set32	Gordon B. Mills	LNCAP	0hr			PERPHENAZINE	20uM						
set32_897	set32	Gordon B. Mills	LNCAP	0hr			CHLORPROMAZINE	20uM						
set32_826	set32	Gordon B. Mills	LNCAP	0.5hr			GLEEVEC							
set32_850	set32	Gordon B. Mills	LNCAP	0.5hr			PERPHENAZINE	10uM						
set32_874	set32	Gordon B. Mills	LNCAP	0.5hr			PERPHENAZINE	20uM						
set32_898	set32	Gordon B. Mills	LNCAP	0.5hr			CHLORPROMAZINE	20uM						
set32_827	set32	Gordon B. Mills	LNCAP	1hr			GLEEVEC							
set32_851	set32	Gordon B. Mills	LNCAP	1hr			PERPHENAZINE	10uM						
set32_875	set32	Gordon B. Mills	LNCAP	1hr			PERPHENAZINE	20uM						
set32_899	set32	Gordon B. Mills	LNCAP	1hr			CHLORPROMAZINE	20uM						
set32_828	set32	Gordon B. Mills	LNCAP	3hrs			GLEEVEC							
set32_852	set32	Gordon B. Mills	LNCAP	3hrs			PERPHENAZINE	10uM						
set32_876	set32	Gordon B. Mills	LNCAP	3hrs			PERPHENAZINE	20uM						
set32_900	set32	Gordon B. Mills	LNCAP	3hrs			CHLORPROMAZINE	20uM						
set32_829	set32	Gordon B. Mills	LNCAP	6hrs			GLEEVEC							
set32_853	set32	Gordon B. Mills	LNCAP	6hrs			PERPHENAZINE	10uM						
set32_877	set32	Gordon B. Mills	LNCAP	6hrs			PERPHENAZINE	20uM						
set32_901	set32	Gordon B. Mills	LNCAP	6hrs			CHLORPROMAZINE	20uM						
set32_830	set32	Gordon B. Mills	LNCAP	12hrs			GLEEVEC							
set32_854	set32	Gordon B. Mills	LNCAP	12hrs			PERPHENAZINE	10uM						
set32_878	set32	Gordon B. Mills	LNCAP	12hrs			PERPHENAZINE	20uM						
set32_902	set32	Gordon B. Mills	LNCAP	12hrs			CHLORPROMAZINE	20uM						
set32_831	set32	Gordon B. Mills	LNCAP	24hrs			GLEEVEC							
set32_855	set32	Gordon B. Mills	LNCAP	24hrs			PERPHENAZINE	10uM						
set32_879	set32	Gordon B. Mills	LNCAP	24hrs			PERPHENAZINE	20uM						
set32_903	set32	Gordon B. Mills	LNCAP	24hrs			CHLORPROMAZINE	20uM						
set32_832	set32	Gordon B. Mills	LNCAP	48hrs			GLEEVEC							
set32_856	set32	Gordon B. Mills	LNCAP	48hrs			PERPHENAZINE	10uM						
set32_880	set32	Gordon B. Mills	LNCAP	48hrs			PERPHENAZINE	20uM						
set32_904	set32	Gordon B. Mills	LNCAP	48hrs			CHLORPROMAZINE	20uM						
set32_969	set32	Gordon B. Mills	PC3	0hr			GLEEVEC							
set32_993	set32	Gordon B. Mills	PC3	0hr			PERPHENAZINE	10uM						
set32_1017	set32	Gordon B. Mills	PC3	0hr			PERPHENAZINE	20uM						
set32_1041	set32	Gordon B. Mills	PC3	0hr			CHLORPROMAZINE	20uM						
set32_970	set32	Gordon B. Mills	PC3	0.5hr			GLEEVEC							
set32_994	set32	Gordon B. Mills	PC3	0.5hr			PERPHENAZINE	10uM						
set32_1018	set32	Gordon B. Mills	PC3	0.5hr			PERPHENAZINE	20uM						
set32_1042	set32	Gordon B. Mills	PC3	0.5hr			CHLORPROMAZINE	20uM						
set32_971	set32	Gordon B. Mills	PC3	1hr			GLEEVEC							
